id,title,description,link,image_link,availability,price,sale_price,brand,condition,gtin,mpn,identifier_exists
TF-20576,Amerex Wall Bracket - 2.5lb / 5lb ABC,"Secure your 5 lb. fire extinguisher with this universal wall hook. Includes free screw and washer for easy installation. Key Features: Universal Design: Fits 5 lb. fire extinguishers Easy Installation: Comes with a free screw and washer High-Quality Material: Made by the extinguisher manufacturer, not stamped copies Always in Stock: Ready for fast shipping",https://teslafire.com/product/amerex-wall-bracket-2-5lb-5lb-abc/,https://teslafire.com/wp-content/uploads/2026/06/4-Pack-Universal-Fire-Extinguisher-Wall-Hook-Mount-Bracket-Hanger-for-5-Lb.-Extinguisher-Free-Screws-WASHERS-Included.jpg,in_stock,10.00 USD,,Amerex,new,,,
397,Amerex 397X| 11 lb Halotron I | Clean Agent Fire Extinguisher with Wall Bracket | 1A10B:C,"The Amerex 397 is a rechargeable 11 lb Halotron I clean agent fire extinguisher designed for protection against Class B and Class C fires where residue from dry chemical extinguishers is unacceptable. Utilizing Halotron I clean agent , the Model 397 leaves no residue after discharge, making it ideal for protecting aircraft, avionics, marine applications, telecommunications equipment, and sensitive electronic environments. This extinguisher is FAA Approved and USCG Approved , making it a preferred clean agent solution for aviation and specialty applications requiring larger extinguishing capacity. Key Specifications 11 lb Halotron I clean agent UL Rating: 1A10B:C FAA Approved and USCG Approved Clean, non-conductive, residue-free extinguishing agent Lightweight aluminum cylinder and valve construction Applications & Uses Aircraft and aviation applications Marine and boating applications Avionics and electrical equipment Telecommunications and server rooms Sensitive electronic equipment and laboratories Fire Classes Protected ✔ Class B – Flammable liquids and gases ✔ Class C – Energized electrical equipment",https://teslafire.com/product/amerex-397-11-lb-halotron-i-clean-agent-fire-extinguisher-with-wall-bracket-1a10bc/,https://teslafire.com/wp-content/uploads/2026/06/Amerex-397-11lb-Halotron-FAA.jpg,in_stock,2240.71 USD,1575.00 USD,Amerex,new,850026795165,397,
398,Amerex 398 | 15.5 lb Halotron I | Clean Agent Fire Extinguisher with Wall Bracket | 2A10B:C,"The Amerex 398 is a rechargeable 15.5 lb Halotron I clean agent fire extinguisher designed for protection against Class B and Class C fires where residue from dry chemical extinguishers is unacceptable. Utilizing Halotron I clean agent , the Model 398 leaves no residue after discharge, making it ideal for protecting aircraft, avionics, marine applications, electrical equipment, telecommunications facilities, and other environments containing sensitive electronics. This extinguisher is FAA Approved and USCG Approved , making it an excellent choice for aviation and specialty applications requiring greater clean agent capacity and extended discharge performance. Key Specifications 15.5 lb Halotron I clean agent UL Rating: 2A10B:C FAA Approved and USCG Approved Clean, non-conductive, residue-free extinguishing agent Lightweight aluminum cylinder and valve construction Applications & Uses Aircraft and aviation applications Marine and boating applications Avionics and electrical equipment Telecommunications and server rooms Sensitive electronic equipment and laboratories Fire Classes Protected ✔ Class B – Flammable liquids and gases ✔ Class C – Energized electrical equipment",https://teslafire.com/product/amerex-398-15-5-lb-halotron-i-clean-agent-fire-extinguisher-with-wall-bracket-2a10bc/,https://teslafire.com/wp-content/uploads/2026/06/Amerex-398-15.5lb-Halotron.jpg,in_stock,3218.00 USD,2256.00 USD,Amerex,new,850026795127,398,
551,Amerex 551 HT Series | 12.5 lb Halotron BrX | Clean Agent Fire Extinguisher with Hose | 2A:10BC,"The Amerex 551 HT Series is a high-capacity 12.5 lb Halotron® BrX (2-BTP) Clean Agent Fire Extinguisher designed to protect sensitive electronics, electrical equipment, and valuable assets without leaving residue or causing collateral damage associated with traditional dry chemical extinguishers. Featuring a 2A:10BC UL fire rating , the Model 551 provides additional Class A fire protection while maintaining excellent performance on Class B (flammable liquids) and Class C (energized electrical) fires. The clean agent rapidly suppresses fires, evaporates after discharge, and leaves no residue, making it ideal for data centers, server rooms, telecommunications facilities, healthcare environments, museums, laboratories, electrical control rooms, clean manufacturing facilities, and other mission-critical applications. Manufactured in the USA, the Model 551 features a durable steel cylinder, flexible discharge hose, stored-pressure design, a 6-Year Manufacturer Warranty , and a 12-Year Service Life . Aviation Applications The Amerex 551 HT Series is recommended for aviation maintenance and airport support environments requiring high-capacity clean agent fire protection. Ground Support Applications Airport Ground Support Equipment (GSE) Aircraft Maintenance Facilities Airport Ramp Operations Aircraft Hangars Fixed Base Operators (FBOs) Maintenance, Repair & Overhaul (MRO) Facilities Aircraft Service Equipment Avionics Workshops Airport Service Vehicles In-Flight Use The Amerex 551 HT Series is NOT FAA approved for onboard commercial aircraft installation. Designed for aviation ground support operations, aircraft maintenance facilities, and delicate electronic environments where clean, residue-free fire suppression is required. Key Features Halotron® BrX (2-BTP) Clean Agent 2A:10BC UL Fire Rating Residue-Free Fire Suppression Safe for Sensitive Electronics Class A, Class B & Class C Fire Protection Flexible Hose & Nozzle Non-Conductive Agent Non-Corrosive Fire Suppressant Durable Steel Cylinder All-Metal Valve Construction Stored-Pressure Design High-Gloss Polyester Powder-Coated Finish Low Global Warming Potential (Low GWP) Very Low Ozone Depletion Potential (Low ODP) No Thermal or Static Shock QR-Coded Multilingual Label 6-Year Manufacturer Warranty 12-Year Service Life Operating Temperature: -40°F to 120°F (-40°C to 49°C) Technical Specifications Manufacturer: Amerex Series: HT Series Model: 551 Part Number: 28084 Agent: Halotron® BrX (2-BTP) Fire Rating: 2A:10B Capacity: 12.5 lb (5.67 kg) Cylinder Material: Steel Valve Type: Anodized Aluminum Design: Hose & Nozzle Discharge Time: 16 Seconds Effective Range: 15–17 ft (4.57–5.18 m) Operating Pressure: 150 PSIG Minimum Confined Space: 2,988 ft³ (84.6 m³) Included Bracket: Wall Bracket Warranty: 6 Years Service Life: 12 Years Ideal Applications Data Centers Server Rooms Computer Rooms Telecommunications Facilities Network Operations Centers (NOC) Electrical Control Rooms UPS & Battery Rooms Laboratories Healthcare Facilities Museums & Archives Clean Manufacturing Pharmaceutical Facilities Industrial Control Systems Airport Ground Support Equipment Aircraft Maintenance Facilities Airport Hangars Avionics Workshops Commercial Buildings Mission-Critical Infrastructure High-Value Electronic Equipment",https://teslafire.com/product/amerex-551-ht-series-12-5-lb-halotron-brx-clean-agent-fire-extinguisher-with-hose-2a10bc/,https://teslafire.com/wp-content/uploads/2026/06/Amerex-HT-Series-551.png,in_stock,2440.65 USD,2094.00 USD,Amerex,new,,551,
A537TS,Amerex A537TS HT Series | 1.79 lb Halotron BrX | Clean Agent Fire Extinguisher with Nozzle | 2B:C,"The Amerex A537TS provides professional-grade fire protection where conventional dry chemical extinguishers would damage expensive electronics or equipment. Using the next-generation Halotron BrX (2-BTP) clean agent, the extinguisher rapidly suppresses Class B and Class C fires while leaving no residue , eliminating cleanup and minimizing costly downtime. It is ideal for aviation, commercial vehicles, electrical equipment, telecommunications and control systems. Aviation & Critical Infrastructure Applications The Amerex HT Series was originally developed for demanding aerospace applications and is now trusted across aviation, data centers, telecommunications, healthcare, laboratories, museums, clean manufacturing facilities, and other mission-critical environments where residue-free fire suppression is essential. Halotron® BrX clean agent quickly suppresses fires without damaging sensitive electronics, minimizing equipment downtime and costly cleanup. Model A537TS Ground Support & Service: Approved for aviation ground support equipment (GSE), airport line service vehicles, maintenance carts, hangars, FBOs, aircraft maintenance facilities, and other aviation support environments. In-Flight / Onboard Aircraft Use: Not approved for installation on commercial aircraft. Features Halotron® BrX (2-BTP) clean agent 2B:C UL Rating Leaves absolutely no residue Safe for energized electrical equipment Lightweight aluminum cylinder Vehicle bracket included Stored-pressure design All-metal valve construction High-gloss polyester powder coating Low Global Warming Potential Very Low Ozone Depletion Potential 6-Year Manufacturer Warranty 12-Year Service Life Temperature Range: -40°F to 120°F QR-coded multilingual labels Recommended Applications Aircraft Emergency vehicles Fleet vehicles Electrical panels Computer equipment Telecommunications Control rooms Data centers Medical equipment Museums Laboratories Specifications Model: A537TS Agent: Halotron BrX (2-BTP) UL Rating: 2B:C Capacity: 1.79 lb (0.81 kg) Discharge Time: 9 sec Range: 7–8 ft Pressure: 90 PSIG Bracket: Vehicle Included Part Number: 28207",https://teslafire.com/product/amerex-a537ts-ht-series-1-79-lb-halotron-brx-clean-agent-fire-extinguisher-with-nozzle-2bc/,https://teslafire.com/wp-content/uploads/2026/06/HT_Series_-_537TS_.jpg_202605251428-1.jpeg,in_stock,601.86 USD,516.00 USD,Amerex,new,,A537TS,
547,Amerex 547 HT Series | 3.75 lb Halotron BrX | Clean Agent Fire Extinguisher with Nozzle | 5B:C,"The Amerex 547 HT Series is a premium 3.75 lb Halotron® BrX (2-BTP) Clean Agent Fire Extinguisher designed to protect sensitive electronics, electrical equipment, and high-value assets where traditional ABC dry chemical extinguishers could cause unnecessary damage and costly cleanup. Utilizing next-generation Halotron® BrX clean agent technology , the Model 547 rapidly suppresses Class B (flammable liquid) and Class C (energized electrical) fires while leaving no residue . This makes it an excellent choice for data centers, telecommunications rooms, laboratories, healthcare facilities, museums, clean manufacturing environments, electrical control rooms, and other mission-critical facilities where business continuity is essential. The lightweight aluminum cylinder, all-metal valve construction, and stored-pressure design provide dependable performance with minimal maintenance. Manufactured in the USA, the HT Series is backed by a 6-Year Manufacturer Warranty and features a 12-Year Service Life . Aviation Applications The Amerex 547 HT Series is also well suited for aviation maintenance and airport support environments where clean, residue-free fire suppression is required. Ground Support Applications Airport Ground Support Equipment (GSE) Aircraft Maintenance Facilities Airport Ramp Operations Aircraft Hangars Fixed Base Operators (FBOs) Maintenance, Repair & Overhaul (MRO) Facilities Aircraft Service Vehicles Avionics Workshops In-Flight Use The Amerex 547 HT Series is NOT FAA approved for onboard commercial aircraft installation. Designed for aviation ground support operations and aircraft service facilities where sensitive avionics, electronics, and electrical equipment require clean agent fire protection without residue. Key Features Halotron® BrX (2-BTP) Clean Agent 5B:C UL Fire Rating Residue-Free Fire Suppression Safe for Sensitive Electronics Non-Conductive Agent Non-Corrosive Fire Suppressant Lightweight Aluminum Cylinder All-Metal Valve Construction Stored-Pressure Design High-Gloss Polyester Powder-Coated Finish Low Global Warming Potential (Low GWP) Very Low Ozone Depletion Potential (Low ODP) No Thermal or Static Shock QR-Coded Multilingual Label 6-Year Manufacturer Warranty 12-Year Service Life Operating Temperature: -40°F to 120°F (-40°C to 49°C) Technical Specifications Manufacturer: Amerex Series: HT Series Model: 547 Part Number: 28202 Agent: Halotron® BrX (2-BTP) Fire Rating: 5B:C Capacity: 3.75 lb (1.7 kg) Cylinder Material: Aluminum Valve Type: Anodized Aluminum Design: Fixed Nozzle Discharge Time: 9 Seconds Effective Range: 10–12 ft (3.05–3.66 m) Operating Pressure: 100 PSIG Minimum Confined Space: 896 ft³ (25.37 m³) Included Bracket: Wall Bracket Warranty: 6 Years Service Life: 12 Years Ideal Applications Data Centers Server Rooms Computer Rooms Telecommunications Facilities Network Closets Electrical Control Rooms Laboratories Healthcare Facilities Museums & Archives Clean Manufacturing Pharmaceutical Facilities UPS & Battery Rooms Airport Ground Support Equipment Aircraft Maintenance Facilities Airport Hangars Industrial Control Panels Commercial Offices High-Value Electronic Equipment",https://teslafire.com/product/amerex-547-ht-series-3-75-lb-halotron-brx-clean-agent-fire-extinguisher-with-nozzle-5bc/,https://teslafire.com/wp-content/uploads/2026/06/HT_Series_-_547_.jpg_202605251429-1.jpeg,in_stock,911.88 USD,782.00 USD,Amerex,new,,547,
549,Amerex 549 HT Series | 3.75 lb Halotron BrX | Clean Agent Fire Extinguisher with Hose | 5B:C,"The Amerex 549 HT Series is a premium 3.75 lb Halotron® BrX (2-BTP) Clean Agent Fire Extinguisher featuring a flexible discharge hose and nozzle for improved fire suppression around sensitive electronics, machinery, and equipment located in confined or difficult-to-access areas. Designed for Class B (flammable liquid) and Class C (energized electrical) fires, the Model 549 rapidly extinguishes fires while leaving no residue , helping prevent damage to valuable electronics and minimizing downtime. Unlike traditional ABC dry chemical extinguishers, Halotron® BrX evaporates after discharge, eliminating cleanup and contamination of sensitive equipment. The Model 549 is ideal for data centers, server rooms, telecommunications facilities, electrical control rooms, laboratories, healthcare facilities, museums, clean manufacturing environments, and other mission-critical applications. Manufactured in the USA, the HT Series features an all-metal valve, lightweight aluminum cylinder, stored-pressure design, a 6-Year Manufacturer Warranty , and a 12-Year Service Life . cleanup and contamination of sensitive equipment. The Model 549 is ideal for data centers, server rooms, telecommunications facilities, electrical control rooms, laboratories, healthcare facilities, museums, clean manufacturing environments, and other mission-critical applications. Manufactured in the USA, the HT Series features an all-metal valve, lightweight aluminum cylinder, stored-pressure design, a 6-Year Manufacturer Warranty , and a 12-Year Service Life . Aviation Applications The Amerex 549 HT Series is an excellent clean agent fire extinguisher for aviation maintenance and airport support operations where protecting sensitive avionics and electronics is essential. Ground Support Applications Airport Ground Support Equipment (GSE) Aircraft Maintenance Facilities Airport Ramp Operations Aircraft Hangars Fixed Base Operators (FBOs) Maintenance, Repair & Overhaul (MRO) Facilities Aircraft Service Vehicles Avionics Workshops Airport Service Equipment In-Flight Use The Amerex 549 HT Series is NOT FAA approved for onboard commercial aircraft installation. Intended for aviation ground support operations, aircraft service facilities, and delicate electronic environments requiring residue-free fire protection. Key Features Halotron® BrX (2-BTP) Clean Agent 5B:C UL Fire Rating Flexible Hose & Nozzle Residue-Free Fire Suppression Safe for Sensitive Electronics Non-Conductive Agent Non-Corrosive Fire Suppressant Lightweight Aluminum Cylinder All-Metal Valve Construction Stored-Pressure Design High-Gloss Polyester Powder-Coated Finish Low Global Warming Potential (Low GWP) Very Low Ozone Depletion Potential (Low ODP) No Thermal or Static Shock Improved Access to Confined Spaces QR-Coded Multilingual Label 6-Year Manufacturer Warranty 12-Year Service Life Operating Temperature: -40°F to 120°F (-40°C to 49°C) Technical Specifications Manufacturer: Amerex Series: HT Series Model: 549 Part Number: 28204 Agent: Halotron® BrX (2-BTP) Fire Rating: 5B:C Capacity: 3.75 lb (1.7 kg) Cylinder Material: Aluminum Valve Type: Anodized Aluminum Design: Hose & Nozzle Discharge Time: 9 Seconds Effective Range: 10–12 ft (3.05–3.66 m) Operating Pressure: 100 PSIG Minimum Confined Space: 896 ft³ (25.37 m³) Included Bracket: Wall Bracket Warranty: 6 Years Service Life: 12 Years Ideal Applications Data Centers Server Rooms Computer Rooms Telecommunications Facilities Electrical Control Rooms Network Closets UPS & Battery Rooms Laboratories Healthcare Facilities Museums & Archives Clean Manufacturing Pharmaceutical Facilities Industrial Machinery CNC Equipment Airport Ground Support Equipment Aircraft Maintenance Facilities Airport Hangars Avionics Workshops Commercial Offices High-Value Electronic Equipment",https://teslafire.com/product/amerex-549-ht-series-3-75-lb-halotron-brx-clean-agent-fire-extinguisher-with-hose-5bc/,https://teslafire.com/wp-content/uploads/2026/06/HT_Series_-_549.jpg_202605251428-1.jpeg,in_stock,979.34 USD,840.00 USD,Amerex,new,,549,
C571,Amerex C571 | 30 lb Class D | Copper Fire Extinguisher with Wall Bracket | For Lithium Metal Fires,"The Amerex C571 is a rechargeable 30 lb Class D fire extinguisher specifically designed for lithium and lithium alloy fires . It utilizes a specially formulated copper powder extinguishing agent originally developed by the U.S. Navy for difficult lithium metal fire hazards. The copper agent smothers the fire while acting as an excellent heat sink, dissipating heat and helping prevent re-ignition. The extinguisher features a unique soft-flow extension applicator that provides controlled agent application and allows the operator to maintain a safer distance from extreme heat and hazardous fumes. Not recommended for lithium-ion battery fires. Key Specifications 30 lb copper powder extinguishing agent Designed specifically for lithium and lithium alloy fires Chrome-plated brass valve construction FM Approved and compliant with NFPA 10 Operating temperature: -40°F to +120°F Applications & Uses Lithium metal manufacturing facilities Research and development laboratories Battery material processing facilities Aerospace and defense applications Industrial facilities handling lithium metal Fire Classes Protected ✔ Class D – Lithium and lithium alloy fires",https://teslafire.com/product/amerex-c571x-30-lb-class-d-copper-fire-extinguisher-with-wall-bracket-for-lithium-metal-fires/,https://teslafire.com/wp-content/uploads/2026/06/14.-Model-B570-30LBS-Class-D-Fire-Extinguisher.jpg,in_stock,2758.09 USD,,Amerex,new,400017862699,C571,
B402C,Amerex B402C | 5 lb ABC | Dry Chemical Fire Extinguisher with Wall Bracket | 3A:40B:C,"The Amerex B402C 5 lb ABC Fire Extinguisher is designed for vehicles and mobile equipment requiring enhanced flammable liquid fire protection. Featuring a higher 3A:40B:C rating, this extinguisher is ideal for fleet vehicles, service trucks, construction equipment, and industrial applications. Its rechargeable stored-pressure design provides reliable performance and economical maintenance. Key Features Multi Purpose ABC dry chemical extinguishing agent UL Rated 3A:40B:C Rechargeable and serviceable design Hose and nozzle discharge system All-metal valve construction Durable steel cylinder Temperature range from -65°F to 120°F (-54°C to 49°C) Easy and economical maintenance Specifications Model: B402C Agent Capacity: 5 lb (2.27 kg) Fire Rating: 3A:40B:C Discharge Time: Approximately 14 seconds Effective Range: 12–18 feet Recommended Applications Service trucks Commercial fleet vehicles Construction equipment Agricultural equipment Fuel delivery vehicles Industrial machinery",https://teslafire.com/product/amerex-b402tx-5-lb-abc-fire-extinguisher-vehicle-bracket/,https://teslafire.com/wp-content/uploads/2026/07/B402Txc.webp,in_stock,410.00 USD,386.40 USD,Amerex,new,,B402C,
B441,Amerex B441 | 10 lb ABC Brass Valve | Dry Chemical Fire Extinguisher with Wall Bracket | 4A:80B:C,The Amerex B441 10 lb ABC Fire Extinguisher features a heavy-duty chrome-plated brass valve assembly designed for harsh industrial and corrosive environments. Its rugged construction and 4A:80B:C rating make it ideal for demanding applications where durability is critical. Key Features Multipurpose ABC dry chemical agent UL Rated 4A:80B:C Heavy-duty chrome-plated brass valve Rechargeable and serviceable Wall bracket included Hose and nozzle discharge system Designed for harsh industrial environments Temperature range from -65°F to 120°F (-54°C to 49°C) Specifications Model: B441 Agent Capacity: 10 lb (4.54 kg) Fire Rating: 4A:80B:C Discharge Time: Approximately 20 seconds Effective Range: 15–21 feet Shipping Weight: 19 lb Recommended Applications Mining operations Oil and gas facilities Transportation facilities Manufacturing plants Waste management facilities Heavy industrial environments,https://teslafire.com/product/amerex-b441x-10-lb-abc-fire-extinguisher/,https://teslafire.com/wp-content/uploads/2026/07/b441.png,in_stock,272.00 USD,190.00 USD,Amerex,new,,B441,
423,Amerex 423X | 20 lb ABC Brass Valve | Dry Chemical Fire Extinguisher with Wall Bracket | 10A:120B:C,The Amerex B423 20 lb ABC Fire Extinguisher features a heavy-duty chrome-plated brass valve assembly designed for harsh industrial and corrosive environments. Its rugged construction and 10A:120B:C rating make it ideal for demanding applications where durability is critical. Key Features Multipurpose ABC dry chemical agent UL Rated 10 A:120B:C Heavy-duty chrome-plated brass valve Rechargeable and serviceable Wall bracket included Hose and nozzle discharge system Designed for harsh industrial environments Temperature range from -65°F to 120°F Specifications Model: B441 Agent Capacity: 10 lb Fire Rating: 10A:120B:C Discharge Time: Approximately 20 seconds Effective Range: 15–21 feet Recommended Applications Mining operations Oil and gas facilities Transportation facilities Manufacturing plants Waste management facilities Heavy industrial environments,https://teslafire.com/product/amerex-423x-20-lb-abc-brass-valve-dry-chemical-fire-extinguisher-with-wall-bracket-10a120bc/,https://teslafire.com/wp-content/uploads/2026/07/423X.png,in_stock,430.84 USD,350.00 USD,Amerex,new,,423,
692X,Amerex 692X | 30 lb ABC Brass Valve | Dry Chemical Fire Extinguisher with Wall Bracket | 10A:120B:C,"The Amerex 692X 30 lb ABC Fire Extinguisher provides maximum portable dry chemical fire protection for high-hazard commercial and industrial applications. Featuring a heavy-duty brass valve and large extinguishing capacity, the 692X is ideal for manufacturing facilities, warehouses, fuel handling areas, and equipment rooms. Key Features 30 lb multipurpose ABC dry chemical agent ULC Rated 10A:120B:C Heavy-duty chrome-plated brass valve Rechargeable and serviceable Wall bracket included Hose and nozzle discharge system Designed for severe industrial environments Temperature range from -65°F to 120°F (-54°C to 49°C) Specifications Model: 692X Agent Capacity: 30 lb (13.6 kg) Fire Rating: 10A:120B:C Discharge Time: Approximately 34 seconds Effective Range: 15–21 feet Recommended Applications Manufacturing facilities Warehouses Fuel storage areas Equipment rooms Heavy industrial facilities Transportation terminals",https://teslafire.com/product/amerex-692x-30-lb-abc-fire-extinguisher/,https://teslafire.com/wp-content/uploads/2026/07/692X-1.png,in_stock,550.00 USD,490.00 USD,Amerex,new,,692X,
B410T,Amerex B410T Purple K | 2.5 lb BC | Dry Chemical Fire Extinguisher with Vehicle Bracket | 10B:C,"The Amerex B410T 2.5 lb Purple K Fire Extinguisher is designed for protecting vehicles and equipment exposed to flammable liquid hazards. Featuring Purple K dry chemical agent and a heavy-duty vehicle bracket, this extinguisher delivers rapid fire knockdown performance against gasoline, diesel fuel, oils, and energized electrical equipment. Key Features 2.5 lb Purple K dry chemical extinguishing agent UL Rated 10B:C Rechargeable and serviceable Includes heavy-duty vehicle bracket All-metal valve construction Fast and effective on flammable liquid fires Compact design for vehicle installations Temperature range from -65°F to 120°F (-54°C to 49°C) Specifications Model: B410T Agent Capacity: 2.5 lb (1.13 kg) Fire Rating: 10B:C Discharge Time: Approximately 10 seconds Effective Range: 9–15 feet Recommended Applications Service vehicles Fleet trucks Fuel delivery vehicles Construction equipment Agricultural equipment Marine applications",https://teslafire.com/product/amerex-b410t-2-5-lb-purple-k-fire-extinguisher/,https://teslafire.com/wp-content/uploads/2026/07/B410T.png,in_stock,126.75 USD,,Amerex,new,,B410T,
B460,Amerex B460 Purple K | 10 lb BC Brass Valve | Dry Chemical Fire Extinguisher with Wall Bracket | 80B:C,"The Amerex B460 10 lb Purple K Fire Extinguisher is engineered for high-hazard commercial and industrial applications requiring superior Class B fire protection. Its large extinguishing capacity and high 80B:C rating make it ideal for fuel storage, transportation, and heavy equipment applications. Key Features 10 lb Purple K dry chemical extinguishing agent UL Rated 80B:C Rechargeable and serviceable Wall mounting bracket included Hose and nozzle discharge assembly Heavy-duty steel cylinder construction Excellent performance on fuel fires Temperature range from -65°F to 120°F (-54°C to 49°C) Specifications Model: B460 Agent Capacity: 10 lb (4.54 kg) Fire Rating: 80B:C Discharge Time: Approximately 22 seconds Effective Range: 15–21 feet Recommended Applications Fuel terminals Industrial facilities Transportation fleets Heavy equipment Marine applications Manufacturing plants",https://teslafire.com/product/amerex-b460-10-lb-brass-valve-purple-k-fire-extinguisher/,https://teslafire.com/wp-content/uploads/2026/07/b460.png,in_stock,312.57 USD,,Amerex,new,,B460,
415,Amerex 415 Purple K | 20 lb BC Brass Valve | Dry Chemical Fire Extinguisher with Wall Bracket | 120B:C,"The Amerex 415 20 lb Purple K Fire Extinguisher delivers exceptional fire suppression performance for large flammable liquid hazards. Designed for demanding industrial applications, this extinguisher provides rapid knockdown of gasoline, diesel, oils, and other combustible liquid fires. Key Features 20 lb Purple K dry chemical extinguishing agent UL Rated 120B:C Rechargeable and serviceable Wall mounting bracket included Hose and nozzle discharge system Heavy-duty steel cylinder construction Maximum portable protection for Class B hazards Temperature range from -65°F to 120°F Specifications Model: 415 Agent Capacity: 20 lb Fire Rating: 120B:C Discharge Time: Approximately 28 seconds Effective Range: 15–21 feet Recommended Applications Fuel storage facilities Manufacturing plants Industrial processing facilities Transportation terminals Marine facilities Aircraft hangars",https://teslafire.com/product/amerex-415-20-lb-brass-valve-purple-k-fire-extinguisher/,https://teslafire.com/wp-content/uploads/2026/07/415.png,in_stock,497.05 USD,,Amerex,new,,415,
693X,Amerex 693X Purple K | 30 lb Brass Valve | Dry Chemical Fire Extinguisher with Wall Bracket | 120B:C,"The Amerex 693X 30 lb Purple K Fire Extinguisher provides maximum portable protection against high-hazard flammable liquid fires. Its large extinguishing capacity and high 120B:C rating make it ideal for industrial operations, transportation facilities, and fuel handling applications. Key Features 30 lb Purple K dry chemical extinguishing agent ULC Rated 120B:C Rechargeable and serviceable Wall mounting bracket included Hose and nozzle discharge system Heavy-duty brass valve construction Designed for severe industrial environments Temperature range from -65°F to 120°F (-54°C to 49°C) Specifications Model: 693X Agent Capacity: 30 lb (13.6 kg) Fire Rating: 120B:C Discharge Time: Approximately 33 seconds Effective Range: 15–21 feet Recommended Applications Fuel terminals Refineries Industrial facilities Marine applications Transportation depots Heavy equipment facilities",https://teslafire.com/product/amerex-693x-30-lb-brass-valve-purple-k-fire-extinguisher/,https://teslafire.com/wp-content/uploads/2026/07/693X.png,in_stock,780.00 USD,693.00 USD,Amerex,new,,693X,
240,Amerex 240 | 2.5 Gallon Water | Pressurized Water Fire Extinguisher with Wall Bracket  | 2A,"The Amerex 240 2.5 Gallon Water Fire Extinguisher is designed for protecting against ordinary combustible fires involving wood, paper, cloth, rubber, and many plastics. Utilizing a stored-pressure water design, the 240 provides dependable Class A fire protection for commercial, institutional, and industrial applications. This extinguisher is environmentally friendly, easy to service, and leaves no chemical residue after discharge. Key Features 2.5 gallon water extinguishing agent UL Rated 2A Rechargeable and serviceable Stored-pressure design Stainless steel operating lever and handle Corrosion-resistant brass valve construction Environmentally friendly extinguishing agent No chemical cleanup required Temperature range: 40°F to 120°F Specifications Model: 240 Agent Capacity: 2.5 Gallons Fire Rating: 2A Discharge Time: Approximately 55 seconds Effective Range: 30–40 feet Rechargeable and refillable Recommended Applications Schools Offices Warehouses Retail stores Churches Apartment buildings Manufacturing facilities",https://teslafire.com/product/amerex-240-2-5-gallon-water-fire-extinguisher/,https://teslafire.com/wp-content/uploads/2026/07/240x.png,in_stock,300.29 USD,246.00 USD,Amerex,new,850026795387,240,
270,Amerex 270 | 1.75 Gallon Water Mist | Deionized Water Mist Fire Extinguisher with Wall Bracket | 2A:C,"The Amerex C270 1.75 Gallon Deionized Water Mist Fire Extinguisher utilizes de-ionized water to provide effective fire protection for Class A combustibles and energized electrical equipment. The ultra-fine water mist leaves no toxic residue and is safe for use in sensitive environments where dry chemical contamination is undesirable. The C270 is ideal for hospitals, laboratories, schools, data rooms, and clean manufacturing facilities. Key Features 1.75 Gallon deionized water mist extinguishing agent Suitable for Class A and energized electrical hazards Rechargeable and serviceable Non-toxic and environmentally friendly No cleanup residue Non-conductive de-ionized water agent Stainless steel cylinder construction Ideal for sensitive environments Specifications Model: C270 Agent Capacity: 1.75 Gallons Extinguishing Agent: Deionized Water Mist Rechargeable design Fine mist discharge technology Recommended Applications Hospitals Laboratories Data centers Telecommunications rooms Schools Museums Clean manufacturing facilities",https://teslafire.com/product/amerex-c270-1-75-gallon-deionized-water-mist-fire-extinguisher/,https://teslafire.com/wp-content/uploads/2026/07/C270.png,in_stock,425.06 USD,348.00 USD,Amerex,new,,270,
C272XN,Amerex C272XN | 2.5 Gallon Water Mist | Deionized Water Mist Fire Extinguisher with Wall Bracket | 2A:C,"The Amerex C272XN 2.5 Gallon Water Mist Fire Extinguisher utilizes de-ionized water to provide effective fire protection for Class A combustibles and energized electrical equipment. The ultra-fine water mist leaves no toxic residue and is safe for use in sensitive environments where dry chemical contamination is undesirable. The C272XN is ideal for hospitals, laboratories, schools, data rooms, and clean manufacturing facilities. Key Features 2.5 Gallon deionized water mist extinguishing agent Suitable for Class A and energized electrical hazards Rechargeable and serviceable Non-toxic and environmentally friendly No cleanup residue Non-conductive de-ionized water agent Stainless steel cylinder construction Ideal for sensitive environments Specifications Model: C272XN Agent Capacity: 2.5 Gallon Extinguishing Agent: Deionized Water Mist Rechargeable design Fine mist discharge technology Recommended Applications Hospitals Laboratories Data centers Telecommunications rooms Schools Museums Clean manufacturing facilities",https://teslafire.com/product/amerex-c272xn-2-5-gallon-water-mist-fire-extinguisher/,https://teslafire.com/wp-content/uploads/2026/07/C272XN.png,in_stock,398.80 USD,,Amerex,new,,C272XN,
